;o;d;t;n
4344;86.0;131.0;1.0;1.0
4345;86.0;132.0;1.0;1.0
4346;86.0;133.0;1.0;1.0
4347;86.0;135.0;1.0;1.0
4348;86.0;140.0;1.0;1.0
4349;86.0;141.0;1.0;1.0
4350;86.0;143.0;1.0;1.0
4351;86.0;147.0;1.0;1.0
4352;86.0;149.0;1.0;1.0
4353;86.0;151.0;1.0;1.0
4354;86.0;153.0;1.0;1.0
4355;86.0;155.0;1.0;1.0
4356;86.0;158.0;1.0;1.0
4357;86.0;161.0;1.0;1.0
4358;86.0;163.0;1.0;1.0
4359;86.0;164.0;1.0;1.0
4360;86.0;165.0;1.0;1.0
4361;86.0;171.0;1.0;2.0
4362;86.0;172.0;1.0;2.0
4363;86.0;173.0;1.0;2.0
4364;86.0;174.0;1.0;2.0
4365;86.0;175.0;1.0;2.0
4366;86.0;176.0;1.0;2.0
4367;86.0;183.0;1.0;2.0
4368;86.0;184.0;1.0;2.0
4369;86.0;186.0;1.0;2.0
4370;86.0;187.0;1.0;2.0
4371;86.0;189.0;1.0;2.0
4372;86.0;190.0;1.0;2.0
4373;86.0;192.0;1.0;2.0
4374;86.0;194.0;1.0;2.0
4375;86.0;197.0;1.0;2.0
4376;86.0;202.0;1.0;2.0
4377;86.0;203.0;1.0;2.0
4378;86.0;204.0;1.0;2.0
4379;86.0;205.0;1.0;2.0
4380;86.0;206.0;1.0;2.0
4381;86.0;211.0;1.0;3.0
4382;86.0;212.0;1.0;3.0
4383;86.0;214.0;1.0;3.0
4384;86.0;215.0;1.0;3.0
4385;86.0;216.0;1.0;3.0
4386;86.0;217.0;1.0;3.0
4387;86.0;219.0;1.0;3.0
4388;86.0;224.0;1.0;3.0
4389;86.0;225.0;1.0;3.0
4390;86.0;228.0;1.0;3.0
4391;86.0;229.0;1.0;3.0
4392;86.0;231.0;1.0;3.0
4393;86.0;232.0;1.0;3.0
4394;86.0;234.0;1.0;3.0
4395;86.0;236.0;1.0;3.0
4396;86.0;240.0;1.0;3.0
4397;86.0;246.0;1.0;3.0
4398;86.0;250.0;1.0;4.0
4399;86.0;251.0;1.0;4.0
4400;86.0;252.0;1.0;4.0
4401;86.0;253.0;1.0;4.0
4402;86.0;254.0;1.0;4.0
4403;86.0;255.0;1.0;4.0
4404;86.0;264.0;1.0;4.0
4405;86.0;266.0;1.0;4.0
4406;86.0;267.0;1.0;4.0
4407;86.0;268.0;1.0;4.0
4408;86.0;270.0;1.0;4.0
4409;86.0;271.0;1.0;4.0
4410;86.0;277.0;1.0;4.0
4411;86.0;278.0;1.0;4.0
4412;86.0;281.0;1.0;4.0
4413;86.0;283.0;1.0;4.0
4414;86.0;284.0;1.0;4.0
4415;86.0;286.0;1.0;4.0
4416;87.0;95.0;0.0;0.0
4417;87.0;122.0;0.0;1.0
4418;87.0;137.0;0.0;1.0
4419;87.0;166.0;0.0;2.0
4420;87.0;180.0;0.0;2.0
4421;87.0;208.0;0.0;3.0
4422;87.0;222.0;0.0;3.0
4423;88.0;94.0;0.0;0.0
4424;88.0;111.0;0.0;0.0
4425;88.0;136.0;0.0;1.0
4426;88.0;154.0;0.0;1.0
4427;88.0;179.0;0.0;2.0
4428;88.0;221.0;0.0;3.0
4429;88.0;239.0;0.0;3.0
4430;88.0;273.0;0.0;4.0
4431;88.0;276.0;0.0;4.0
4432;89.0;96.0;0.0;0.0
4433;89.0;139.0;0.0;1.0
4434;89.0;182.0;0.0;2.0
4435;89.0;258.0;0.0;4.0
4436;89.0;262.0;0.0;4.0
4437;89.0;279.0;0.0;4.0
4438;90.0;98.0;0.0;0.0
4439;90.0;125.0;0.0;1.0
4440;90.0;169.0;0.0;2.0
4441;90.0;226.0;0.0;3.0
4442;90.0;263.0;0.0;4.0
4443;91.0;97.0;0.0;0.0
4444;91.0;99.0;0.0;0.0
4445;91.0;101.0;0.0;0.0
4446;91.0;103.0;0.0;0.0
4447;91.0;105.0;0.0;0.0
4448;91.0;106.0;0.0;0.0
4449;91.0;109.0;0.0;0.0
4450;91.0;116.0;0.0;0.0
4451;91.0;117.0;0.0;0.0
4452;91.0;118.0;0.0;0.0
4453;91.0;119.0;0.0;0.0
4454;91.0;129.0;1.0;1.0
4455;91.0;130.0;1.0;1.0
4456;91.0;131.0;1.0;1.0
4457;91.0;132.0;1.0;1.0
4458;91.0;133.0;1.0;1.0
4459;91.0;135.0;1.0;1.0
4460;91.0;140.0;1.0;1.0
4461;91.0;141.0;1.0;1.0
4462;91.0;143.0;1.0;1.0
4463;91.0;147.0;1.0;1.0
4464;91.0;149.0;1.0;1.0
4465;91.0;151.0;1.0;1.0
4466;91.0;153.0;1.0;1.0
4467;91.0;155.0;1.0;1.0
4468;91.0;158.0;1.0;1.0
4469;91.0;161.0;1.0;1.0
4470;91.0;163.0;1.0;1.0
4471;91.0;164.0;1.0;1.0
4472;91.0;165.0;1.0;1.0
4473;91.0;171.0;1.0;2.0
4474;91.0;172.0;1.0;2.0
4475;91.0;173.0;1.0;2.0
4476;91.0;174.0;1.0;2.0
4477;91.0;175.0;1.0;2.0
4478;91.0;176.0;1.0;2.0
4479;91.0;183.0;1.0;2.0
4480;91.0;184.0;1.0;2.0
4481;91.0;186.0;1.0;2.0
4482;91.0;187.0;1.0;2.0
4483;91.0;189.0;1.0;2.0
4484;91.0;190.0;1.0;2.0
4485;91.0;192.0;1.0;2.0
4486;91.0;194.0;1.0;2.0
4487;91.0;197.0;1.0;2.0
4488;91.0;202.0;1.0;2.0
4489;91.0;203.0;1.0;2.0
4490;91.0;204.0;1.0;2.0
4491;91.0;205.0;1.0;2.0
4492;91.0;206.0;1.0;2.0
4493;91.0;211.0;1.0;3.0
4494;91.0;212.0;1.0;3.0
4495;91.0;214.0;1.0;3.0
4496;91.0;215.0;1.0;3.0
4497;91.0;216.0;1.0;3.0
4498;91.0;217.0;1.0;3.0
4499;91.0;219.0;1.0;3.0
4500;91.0;224.0;1.0;3.0
4501;91.0;225.0;1.0;3.0
4502;91.0;228.0;1.0;3.0
4503;91.0;229.0;1.0;3.0
4504;91.0;231.0;1.0;3.0
4505;91.0;232.0;1.0;3.0
4506;91.0;234.0;1.0;3.0
4507;91.0;236.0;1.0;3.0
4508;91.0;240.0;1.0;3.0
4509;91.0;246.0;1.0;3.0
4510;91.0;250.0;1.0;4.0
4511;91.0;251.0;1.0;4.0
4512;91.0;252.0;1.0;4.0
4513;91.0;253.0;1.0;4.0
4514;91.0;254.0;1.0;4.0
4515;91.0;255.0;1.0;4.0
4516;91.0;264.0;1.0;4.0
4517;91.0;266.0;1.0;4.0
4518;91.0;267.0;1.0;4.0
4519;91.0;268.0;1.0;4.0
4520;91.0;270.0;1.0;4.0
4521;91.0;271.0;1.0;4.0
4522;91.0;277.0;1.0;4.0
4523;91.0;278.0;1.0;4.0
4524;91.0;281.0;1.0;4.0
4525;91.0;283.0;1.0;4.0
4526;91.0;284.0;1.0;4.0
4527;91.0;286.0;1.0;4.0
4528;92.0;102.0;0.0;0.0
4529;92.0;144.0;0.0;1.0
4530;92.0;207.0;0.0;3.0
4531;92.0;274.0;0.0;4.0
4532;93.0;100.0;0.0;0.0
4533;93.0;128.0;0.0;1.0
4534;93.0;213.0;0.0;3.0
4535;93.0;227.0;0.0;3.0
4536;94.0;97.0;0.0;0.0
4537;94.0;99.0;0.0;0.0
4538;94.0;101.0;0.0;0.0
4539;94.0;103.0;0.0;0.0
4540;94.0;105.0;0.0;0.0
4541;94.0;106.0;0.0;0.0
4542;94.0;109.0;0.0;0.0
4543;94.0;116.0;0.0;0.0
4544;94.0;117.0;0.0;0.0
4545;94.0;118.0;0.0;0.0
4546;94.0;119.0;0.0;0.0
4547;94.0;129.0;1.0;1.0
4548;94.0;130.0;1.0;1.0
4549;94.0;131.0;1.0;1.0
4550;94.0;132.0;1.0;1.0
4551;94.0;133.0;1.0;1.0
4552;94.0;135.0;1.0;1.0
4553;94.0;140.0;1.0;1.0
4554;94.0;141.0;1.0;1.0
4555;94.0;143.0;1.0;1.0
4556;94.0;147.0;1.0;1.0
4557;94.0;149.0;1.0;1.0
4558;94.0;151.0;1.0;1.0
4559;94.0;153.0;1.0;1.0
4560;94.0;155.0;1.0;1.0
4561;94.0;158.0;1.0;1.0
4562;94.0;161.0;1.0;1.0
4563;94.0;163.0;1.0;1.0
4564;94.0;164.0;1.0;1.0
4565;94.0;165.0;1.0;1.0
4566;94.0;171.0;1.0;2.0
4567;94.0;172.0;1.0;2.0
4568;94.0;173.0;1.0;2.0
4569;94.0;174.0;1.0;2.0
4570;94.0;175.0;1.0;2.0
4571;94.0;176.0;1.0;2.0
4572;94.0;183.0;1.0;2.0
4573;94.0;184.0;1.0;2.0
4574;94.0;186.0;1.0;2.0
4575;94.0;187.0;1.0;2.0
4576;94.0;189.0;1.0;2.0
4577;94.0;190.0;1.0;2.0
4578;94.0;192.0;1.0;2.0
4579;94.0;194.0;1.0;2.0
4580;94.0;197.0;1.0;2.0
4581;94.0;202.0;1.0;2.0
4582;94.0;203.0;1.0;2.0
4583;94.0;204.0;1.0;2.0
4584;94.0;205.0;1.0;2.0
4585;94.0;206.0;1.0;2.0
4586;94.0;211.0;1.0;3.0
4587;94.0;212.0;1.0;3.0
4588;94.0;214.0;1.0;3.0
4589;94.0;215.0;1.0;3.0
4590;94.0;216.0;1.0;3.0
4591;94.0;217.0;1.0;3.0
4592;94.0;219.0;1.0;3.0
4593;94.0;224.0;1.0;3.0
4594;94.0;225.0;1.0;3.0
4595;94.0;228.0;1.0;3.0
4596;94.0;229.0;1.0;3.0
4597;94.0;231.0;1.0;3.0
4598;94.0;232.0;1.0;3.0
4599;94.0;234.0;1.0;3.0
4600;94.0;236.0;1.0;3.0
4601;94.0;240.0;1.0;3.0
4602;94.0;246.0;1.0;3.0
4603;94.0;250.0;1.0;4.0
4604;94.0;251.0;1.0;4.0
4605;94.0;252.0;1.0;4.0
4606;94.0;253.0;1.0;4.0
4607;94.0;254.0;1.0;4.0
4608;94.0;255.0;1.0;4.0
4609;94.0;264.0;1.0;4.0
4610;94.0;266.0;1.0;4.0
4611;94.0;267.0;1.0;4.0
4612;94.0;268.0;1.0;4.0
4613;94.0;270.0;1.0;4.0
4614;94.0;271.0;1.0;4.0
4615;94.0;277.0;1.0;4.0
4616;94.0;278.0;1.0;4.0
4617;94.0;281.0;1.0;4.0
4618;94.0;283.0;1.0;4.0
4619;94.0;284.0;1.0;4.0
4620;94.0;286.0;1.0;4.0
4621;95.0;99.0;0.0;0.0
4622;95.0;101.0;0.0;0.0
4623;95.0;103.0;0.0;0.0
4624;95.0;105.0;0.0;0.0
4625;95.0;106.0;0.0;0.0
4626;95.0;109.0;0.0;0.0
4627;95.0;116.0;0.0;0.0
4628;95.0;117.0;0.0;0.0
4629;95.0;118.0;0.0;0.0
4630;95.0;119.0;0.0;0.0
4631;95.0;129.0;1.0;1.0
4632;95.0;130.0;1.0;1.0
4633;95.0;131.0;1.0;1.0
4634;95.0;132.0;1.0;1.0
4635;95.0;133.0;1.0;1.0
4636;95.0;135.0;1.0;1.0
4637;95.0;140.0;1.0;1.0
4638;95.0;141.0;1.0;1.0
4639;95.0;143.0;1.0;1.0
4640;95.0;147.0;1.0;1.0
4641;95.0;149.0;1.0;1.0
4642;95.0;151.0;1.0;1.0
4643;95.0;153.0;1.0;1.0
4644;95.0;155.0;1.0;1.0
4645;95.0;158.0;1.0;1.0
4646;95.0;161.0;1.0;1.0
4647;95.0;163.0;1.0;1.0
4648;95.0;164.0;1.0;1.0
4649;95.0;165.0;1.0;1.0
4650;95.0;171.0;1.0;2.0
4651;95.0;172.0;1.0;2.0
4652;95.0;173.0;1.0;2.0
4653;95.0;174.0;1.0;2.0
4654;95.0;175.0;1.0;2.0
4655;95.0;176.0;1.0;2.0
4656;95.0;183.0;1.0;2.0
4657;95.0;184.0;1.0;2.0
4658;95.0;186.0;1.0;2.0
4659;95.0;187.0;1.0;2.0
4660;95.0;189.0;1.0;2.0
4661;95.0;190.0;1.0;2.0
4662;95.0;192.0;1.0;2.0
4663;95.0;194.0;1.0;2.0
4664;95.0;197.0;1.0;2.0
4665;95.0;202.0;1.0;2.0
4666;95.0;203.0;1.0;2.0
4667;95.0;204.0;1.0;2.0
4668;95.0;205.0;1.0;2.0
4669;95.0;206.0;1.0;2.0
4670;95.0;211.0;1.0;3.0
4671;95.0;212.0;1.0;3.0
4672;95.0;214.0;1.0;3.0
4673;95.0;215.0;1.0;3.0
4674;95.0;216.0;1.0;3.0
4675;95.0;217.0;1.0;3.0
4676;95.0;219.0;1.0;3.0
4677;95.0;224.0;1.0;3.0
4678;95.0;225.0;1.0;3.0
4679;95.0;228.0;1.0;3.0
4680;95.0;229.0;1.0;3.0
4681;95.0;231.0;1.0;3.0
4682;95.0;232.0;1.0;3.0
4683;95.0;234.0;1.0;3.0
4684;95.0;236.0;1.0;3.0
4685;95.0;240.0;1.0;3.0
4686;95.0;246.0;1.0;3.0
4687;95.0;250.0;1.0;4.0
4688;95.0;251.0;1.0;4.0
4689;95.0;252.0;1.0;4.0
4690;95.0;253.0;1.0;4.0
4691;95.0;254.0;1.0;4.0
4692;95.0;255.0;1.0;4.0
4693;95.0;264.0;1.0;4.0
4694;95.0;266.0;1.0;4.0
4695;95.0;267.0;1.0;4.0
4696;95.0;268.0;1.0;4.0
4697;95.0;270.0;1.0;4.0
4698;95.0;271.0;1.0;4.0
4699;95.0;277.0;1.0;4.0
4700;95.0;278.0;1.0;4.0
4701;95.0;281.0;1.0;4.0
4702;95.0;283.0;1.0;4.0
4703;95.0;284.0;1.0;4.0
4704;95.0;286.0;1.0;4.0
4705;96.0;103.0;0.0;0.0
4706;96.0;105.0;0.0;0.0
4707;96.0;106.0;0.0;0.0
4708;96.0;109.0;0.0;0.0
4709;96.0;116.0;0.0;0.0
4710;96.0;117.0;0.0;0.0
4711;96.0;118.0;0.0;0.0
4712;96.0;119.0;0.0;0.0
4713;96.0;129.0;1.0;1.0
4714;96.0;130.0;1.0;1.0
4715;96.0;131.0;1.0;1.0
4716;96.0;132.0;1.0;1.0
4717;96.0;133.0;1.0;1.0
4718;96.0;135.0;1.0;1.0
4719;96.0;140.0;1.0;1.0
4720;96.0;141.0;1.0;1.0
4721;96.0;143.0;1.0;1.0
4722;96.0;147.0;1.0;1.0
4723;96.0;149.0;1.0;1.0
4724;96.0;151.0;1.0;1.0
4725;96.0;153.0;1.0;1.0
4726;96.0;155.0;1.0;1.0
4727;96.0;158.0;1.0;1.0
4728;96.0;161.0;1.0;1.0
4729;96.0;163.0;1.0;1.0
4730;96.0;164.0;1.0;1.0
4731;96.0;165.0;1.0;1.0
4732;96.0;171.0;1.0;2.0
4733;96.0;172.0;1.0;2.0
4734;96.0;173.0;1.0;2.0
4735;96.0;174.0;1.0;2.0
4736;96.0;175.0;1.0;2.0
4737;96.0;176.0;1.0;2.0
4738;96.0;183.0;1.0;2.0
4739;96.0;184.0;1.0;2.0
4740;96.0;186.0;1.0;2.0
4741;96.0;187.0;1.0;2.0
4742;96.0;189.0;1.0;2.0
4743;96.0;190.0;1.0;2.0
4744;96.0;192.0;1.0;2.0
4745;96.0;194.0;1.0;2.0
4746;96.0;197.0;1.0;2.0
4747;96.0;202.0;1.0;2.0
4748;96.0;203.0;1.0;2.0
4749;96.0;204.0;1.0;2.0
4750;96.0;205.0;1.0;2.0
4751;96.0;206.0;1.0;2.0
4752;96.0;211.0;1.0;3.0
4753;96.0;212.0;1.0;3.0
4754;96.0;214.0;1.0;3.0
4755;96.0;215.0;1.0;3.0
4756;96.0;216.0;1.0;3.0
4757;96.0;217.0;1.0;3.0
4758;96.0;219.0;1.0;3.0
4759;96.0;224.0;1.0;3.0
4760;96.0;225.0;1.0;3.0
4761;96.0;228.0;1.0;3.0
4762;96.0;229.0;1.0;3.0
4763;96.0;231.0;1.0;3.0
4764;96.0;232.0;1.0;3.0
4765;96.0;234.0;1.0;3.0
4766;96.0;236.0;1.0;3.0
4767;96.0;240.0;1.0;3.0
4768;96.0;246.0;1.0;3.0
4769;96.0;250.0;1.0;4.0
4770;96.0;251.0;1.0;4.0
4771;96.0;252.0;1.0;4.0
4772;96.0;253.0;1.0;4.0
4773;96.0;254.0;1.0;4.0
4774;96.0;255.0;1.0;4.0
4775;96.0;264.0;1.0;4.0
4776;96.0;266.0;1.0;4.0
4777;96.0;267.0;1.0;4.0
4778;96.0;268.0;1.0;4.0
4779;96.0;270.0;1.0;4.0
4780;96.0;271.0;1.0;4.0
4781;96.0;277.0;1.0;4.0
4782;96.0;278.0;1.0;4.0
4783;96.0;281.0;1.0;4.0
4784;96.0;283.0;1.0;4.0
4785;96.0;284.0;1.0;4.0
4786;96.0;286.0;1.0;4.0
4787;97.0;107.0;0.0;0.0
4788;98.0;106.0;0.0;0.0
4789;98.0;109.0;0.0;0.0
4790;98.0;116.0;0.0;0.0
4791;98.0;117.0;0.0;0.0
4792;98.0;118.0;0.0;0.0
4793;98.0;119.0;0.0;0.0
4794;98.0;129.0;1.0;1.0
4795;98.0;130.0;1.0;1.0
4796;98.0;131.0;1.0;1.0
4797;98.0;132.0;1.0;1.0
4798;98.0;133.0;1.0;1.0
4799;98.0;135.0;1.0;1.0
4800;98.0;140.0;1.0;1.0
4801;98.0;141.0;1.0;1.0
4802;98.0;143.0;1.0;1.0
4803;98.0;147.0;1.0;1.0
4804;98.0;149.0;1.0;1.0
4805;98.0;151.0;1.0;1.0
4806;98.0;153.0;1.0;1.0
4807;98.0;155.0;1.0;1.0
4808;98.0;158.0;1.0;1.0
4809;98.0;161.0;1.0;1.0
4810;98.0;163.0;1.0;1.0
4811;98.0;164.0;1.0;1.0
4812;98.0;165.0;1.0;1.0
4813;98.0;171.0;1.0;2.0
4814;98.0;172.0;1.0;2.0
4815;98.0;173.0;1.0;2.0
4816;98.0;174.0;1.0;2.0
4817;98.0;175.0;1.0;2.0
4818;98.0;176.0;1.0;2.0
4819;98.0;183.0;1.0;2.0
4820;98.0;184.0;1.0;2.0
4821;98.0;186.0;1.0;2.0
4822;98.0;187.0;1.0;2.0
4823;98.0;189.0;1.0;2.0
4824;98.0;190.0;1.0;2.0
4825;98.0;192.0;1.0;2.0
4826;98.0;194.0;1.0;2.0
4827;98.0;197.0;1.0;2.0
4828;98.0;202.0;1.0;2.0
4829;98.0;203.0;1.0;2.0
4830;98.0;204.0;1.0;2.0
4831;98.0;205.0;1.0;2.0
4832;98.0;206.0;1.0;2.0
4833;98.0;211.0;1.0;3.0
4834;98.0;212.0;1.0;3.0
4835;98.0;214.0;1.0;3.0
4836;98.0;215.0;1.0;3.0
4837;98.0;216.0;1.0;3.0
4838;98.0;217.0;1.0;3.0
4839;98.0;219.0;1.0;3.0
4840;98.0;224.0;1.0;3.0
4841;98.0;225.0;1.0;3.0
4842;98.0;228.0;1.0;3.0
4843;98.0;229.0;1.0;3.0
4844;98.0;231.0;1.0;3.0
4845;98.0;232.0;1.0;3.0
4846;98.0;234.0;1.0;3.0
4847;98.0;236.0;1.0;3.0
4848;98.0;240.0;1.0;3.0
4849;98.0;246.0;1.0;3.0
4850;98.0;250.0;1.0;4.0
4851;98.0;251.0;1.0;4.0
4852;98.0;252.0;1.0;4.0
4853;98.0;253.0;1.0;4.0
4854;98.0;254.0;1.0;4.0
4855;98.0;255.0;1.0;4.0
4856;98.0;264.0;1.0;4.0
4857;98.0;266.0;1.0;4.0
4858;98.0;267.0;1.0;4.0
4859;98.0;268.0;1.0;4.0
4860;98.0;270.0;1.0;4.0
4861;98.0;271.0;1.0;4.0
4862;98.0;277.0;1.0;4.0
4863;98.0;278.0;1.0;4.0
4864;98.0;281.0;1.0;4.0
4865;98.0;283.0;1.0;4.0
4866;98.0;284.0;1.0;4.0
4867;98.0;286.0;1.0;4.0
4868;99.0;104.0;0.0;0.0
4869;100.0;103.0;0.0;0.0
4870;100.0;105.0;0.0;0.0
4871;100.0;106.0;0.0;0.0
4872;100.0;109.0;0.0;0.0
4873;100.0;116.0;0.0;0.0
4874;100.0;117.0;0.0;0.0
4875;100.0;118.0;0.0;0.0
4876;100.0;119.0;0.0;0.0
4877;100.0;129.0;1.0;1.0
4878;100.0;130.0;1.0;1.0
4879;100.0;131.0;1.0;1.0
4880;100.0;132.0;1.0;1.0
4881;100.0;133.0;1.0;1.0
4882;100.0;135.0;1.0;1.0
4883;100.0;140.0;1.0;1.0
4884;100.0;141.0;1.0;1.0
4885;100.0;143.0;1.0;1.0
4886;100.0;147.0;1.0;1.0
4887;100.0;149.0;1.0;1.0
4888;100.0;151.0;1.0;1.0
4889;100.0;153.0;1.0;1.0
4890;100.0;155.0;1.0;1.0
4891;100.0;158.0;1.0;1.0
4892;100.0;161.0;1.0;1.0
4893;100.0;163.0;1.0;1.0
4894;100.0;164.0;1.0;1.0
4895;100.0;165.0;1.0;1.0
4896;100.0;171.0;1.0;2.0
4897;100.0;172.0;1.0;2.0
4898;100.0;173.0;1.0;2.0
4899;100.0;174.0;1.0;2.0
4900;100.0;175.0;1.0;2.0
4901;100.0;176.0;1.0;2.0
4902;100.0;183.0;1.0;2.0
4903;100.0;184.0;1.0;2.0
4904;100.0;186.0;1.0;2.0
4905;100.0;187.0;1.0;2.0
4906;100.0;189.0;1.0;2.0
4907;100.0;190.0;1.0;2.0
4908;100.0;192.0;1.0;2.0
4909;100.0;194.0;1.0;2.0
4910;100.0;197.0;1.0;2.0
4911;100.0;202.0;1.0;2.0
4912;100.0;203.0;1.0;2.0
4913;100.0;204.0;1.0;2.0
4914;100.0;205.0;1.0;2.0
4915;100.0;206.0;1.0;2.0
4916;100.0;211.0;1.0;3.0
4917;100.0;212.0;1.0;3.0
4918;100.0;214.0;1.0;3.0
4919;100.0;215.0;1.0;3.0
4920;100.0;216.0;1.0;3.0
4921;100.0;217.0;1.0;3.0
4922;100.0;219.0;1.0;3.0
4923;100.0;224.0;1.0;3.0
4924;100.0;225.0;1.0;3.0
4925;100.0;228.0;1.0;3.0
4926;100.0;229.0;1.0;3.0
4927;100.0;231.0;1.0;3.0
4928;100.0;232.0;1.0;3.0
4929;100.0;234.0;1.0;3.0
4930;100.0;236.0;1.0;3.0
4931;100.0;240.0;1.0;3.0
4932;100.0;246.0;1.0;3.0
4933;100.0;250.0;1.0;4.0
4934;100.0;251.0;1.0;4.0
4935;100.0;252.0;1.0;4.0
4936;100.0;253.0;1.0;4.0
4937;100.0;254.0;1.0;4.0
4938;100.0;255.0;1.0;4.0
4939;100.0;264.0;1.0;4.0
4940;100.0;266.0;1.0;4.0
4941;100.0;267.0;1.0;4.0
4942;100.0;268.0;1.0;4.0
4943;100.0;270.0;1.0;4.0
4944;100.0;271.0;1.0;4.0
4945;100.0;277.0;1.0;4.0
4946;100.0;278.0;1.0;4.0
4947;100.0;281.0;1.0;4.0
4948;100.0;283.0;1.0;4.0
4949;100.0;284.0;1.0;4.0
4950;100.0;286.0;1.0;4.0
4951;101.0;108.0;0.0;0.0
4952;101.0;195.0;0.0;2.0
4953;102.0;109.0;0.0;0.0
4954;102.0;116.0;0.0;0.0
4955;102.0;117.0;0.0;0.0
4956;102.0;118.0;0.0;0.0
4957;102.0;119.0;0.0;0.0
4958;102.0;129.0;1.0;1.0
4959;102.0;130.0;1.0;1.0
4960;102.0;131.0;1.0;1.0
4961;102.0;132.0;1.0;1.0
4962;102.0;133.0;1.0;1.0
4963;102.0;135.0;1.0;1.0
4964;102.0;140.0;1.0;1.0
4965;102.0;141.0;1.0;1.0
4966;102.0;143.0;1.0;1.0
4967;102.0;147.0;1.0;1.0
4968;102.0;149.0;1.0;1.0
4969;102.0;151.0;1.0;1.0
4970;102.0;153.0;1.0;1.0
4971;102.0;155.0;1.0;1.0
4972;102.0;158.0;1.0;1.0
4973;102.0;161.0;1.0;1.0
4974;102.0;163.0;1.0;1.0
4975;102.0;164.0;1.0;1.0
4976;102.0;165.0;1.0;1.0
4977;102.0;171.0;1.0;2.0
4978;102.0;172.0;1.0;2.0
4979;102.0;173.0;1.0;2.0
4980;102.0;174.0;1.0;2.0
4981;102.0;175.0;1.0;2.0
4982;102.0;176.0;1.0;2.0
4983;102.0;183.0;1.0;2.0
4984;102.0;184.0;1.0;2.0
4985;102.0;186.0;1.0;2.0
4986;102.0;187.0;1.0;2.0
4987;102.0;189.0;1.0;2.0
4988;102.0;190.0;1.0;2.0
4989;102.0;192.0;1.0;2.0
4990;102.0;194.0;1.0;2.0
4991;102.0;197.0;1.0;2.0
4992;102.0;202.0;1.0;2.0
4993;102.0;203.0;1.0;2.0
4994;102.0;204.0;1.0;2.0
4995;102.0;205.0;1.0;2.0
4996;102.0;206.0;1.0;2.0
4997;102.0;211.0;1.0;3.0
4998;102.0;212.0;1.0;3.0
4999;102.0;214.0;1.0;3.0
5000;102.0;215.0;1.0;3.0
5001;102.0;216.0;1.0;3.0
5002;102.0;217.0;1.0;3.0
5003;102.0;219.0;1.0;3.0
5004;102.0;224.0;1.0;3.0
5005;102.0;225.0;1.0;3.0
5006;102.0;228.0;1.0;3.0
5007;102.0;229.0;1.0;3.0
5008;102.0;231.0;1.0;3.0
5009;102.0;232.0;1.0;3.0
5010;102.0;234.0;1.0;3.0
5011;102.0;236.0;1.0;3.0
5012;102.0;240.0;1.0;3.0
5013;102.0;246.0;1.0;3.0
5014;102.0;250.0;1.0;4.0
5015;102.0;251.0;1.0;4.0
5016;102.0;252.0;1.0;4.0
5017;102.0;253.0;1.0;4.0
5018;102.0;254.0;1.0;4.0
5019;102.0;255.0;1.0;4.0
5020;102.0;264.0;1.0;4.0
5021;102.0;266.0;1.0;4.0
5022;102.0;267.0;1.0;4.0
5023;102.0;268.0;1.0;4.0
5024;102.0;270.0;1.0;4.0
5025;102.0;271.0;1.0;4.0
5026;102.0;277.0;1.0;4.0
5027;102.0;278.0;1.0;4.0
5028;102.0;281.0;1.0;4.0
5029;102.0;283.0;1.0;4.0
5030;102.0;284.0;1.0;4.0
5031;102.0;286.0;1.0;4.0
5032;103.0;110.0;0.0;0.0
5033;104.0;112.0;0.0;0.0
5034;105.0;113.0;0.0;0.0
5035;105.0;123.0;0.0;1.0
5036;105.0;156.0;0.0;1.0
5037;105.0;167.0;0.0;2.0
5038;105.0;198.0;0.0;2.0
5039;105.0;209.0;0.0;3.0
5040;106.0;111.0;0.0;0.0
5041;106.0;136.0;0.0;1.0
5042;106.0;154.0;0.0;1.0
5043;106.0;179.0;0.0;2.0
5044;106.0;221.0;0.0;3.0
5045;106.0;239.0;0.0;3.0
5046;106.0;273.0;0.0;4.0
5047;106.0;276.0;0.0;4.0
5048;107.0;120.0;0.0;0.0
5049;108.0;116.0;0.0;0.0
5050;108.0;117.0;0.0;0.0
5051;108.0;118.0;0.0;0.0
5052;108.0;119.0;0.0;0.0
5053;108.0;129.0;1.0;1.0
5054;108.0;130.0;1.0;1.0
5055;108.0;131.0;1.0;1.0
5056;108.0;132.0;1.0;1.0
5057;108.0;133.0;1.0;1.0
5058;108.0;135.0;1.0;1.0
5059;108.0;140.0;1.0;1.0
5060;108.0;141.0;1.0;1.0
5061;108.0;143.0;1.0;1.0
5062;108.0;147.0;1.0;1.0
5063;108.0;149.0;1.0;1.0
5064;108.0;151.0;1.0;1.0
5065;108.0;153.0;1.0;1.0
5066;108.0;155.0;1.0;1.0
5067;108.0;158.0;1.0;1.0
5068;108.0;161.0;1.0;1.0
5069;108.0;163.0;1.0;1.0
5070;108.0;164.0;1.0;1.0
5071;108.0;165.0;1.0;1.0
5072;108.0;171.0;1.0;2.0
5073;108.0;172.0;1.0;2.0
5074;108.0;173.0;1.0;2.0
5075;108.0;174.0;1.0;2.0
5076;108.0;175.0;1.0;2.0
5077;108.0;176.0;1.0;2.0
5078;108.0;183.0;1.0;2.0
5079;108.0;184.0;1.0;2.0
